id,label
0,hyp2
1,hyp2
2,hyp2
3,hyp2
4,hyp2
5,hyp1
6,hyp2
7,hyp1
8,hyp2
9,hyp2
10,hyp2
11,hyp1
12,hyp2
13,hyp1
14,hyp1
15,hyp2
16,hyp1
17,hyp1
18,hyp2
19,hyp1
20,hyp2
21,hyp2
22,hyp1
23,hyp1
24,hyp1
25,hyp1
26,hyp1
27,hyp1
28,hyp2
29,hyp1
30,hyp1
31,hyp2
32,hyp2
33,hyp1
34,hyp2
35,hyp2
36,hyp1
37,hyp1
38,hyp2
39,hyp2
40,hyp1
41,hyp2
42,hyp2
43,hyp2
44,hyp1
45,hyp2
46,hyp2
47,hyp1
48,hyp1
49,hyp1
50,hyp2
51,hyp1
52,hyp2
53,hyp1
54,hyp1
55,hyp2
56,hyp2
57,
58,hyp1
59,hyp2
60,hyp1
61,hyp1
62,hyp1
63,hyp2
64,hyp2
65,hyp2
66,hyp1
67,hyp2
68,hyp1
69,hyp2
70,hyp1
71,hyp1
72,hyp2
73,hyp1
74,hyp2
75,hyp1
76,hyp2
77,hyp1
78,hyp2
79,hyp1
80,hyp2
81,hyp2
82,hyp1
83,hyp2
84,hyp2
85,
86,hyp2
87,hyp1
88,hyp1
89,hyp2
90,hyp1
91,hyp1
92,hyp2
93,hyp2
94,hyp2
95,hyp2
96,hyp1
97,hyp2
98,hyp2
99,hyp1
100,hyp2
101,hyp2
102,hyp2
103,hyp2
104,hyp2
105,hyp2
106,hyp2
107,hyp1
108,hyp2
109,hyp2
110,hyp1
111,hyp2
112,hyp2
113,hyp2
114,hyp2
115,hyp2
116,hyp2
117,hyp2
118,hyp2
119,hyp2
120,hyp1
121,hyp2
122,hyp2
123,hyp1
124,hyp2
125,hyp1
126,hyp1
127,hyp2
128,hyp2
129,hyp2
130,hyp1
131,hyp1
132,hyp1
133,hyp1
134,hyp1
135,hyp2
136,hyp1
137,hyp2
138,hyp1
139,hyp2
140,hyp2
141,hyp2
142,hyp2
143,hyp1
144,hyp2
145,hyp2
146,hyp2
147,hyp2
148,hyp2
149,hyp2
150,hyp1
151,
152,hyp2
153,hyp2
154,hyp1
155,hyp2
156,hyp2
157,hyp1
158,hyp2
159,hyp1
160,hyp2
161,hyp2
162,hyp2
163,hyp1
164,hyp1
165,hyp1
166,hyp2
167,hyp1
168,hyp2
169,hyp1
170,hyp1
171,hyp2
172,hyp2
173,hyp2
174,hyp2
175,hyp2
176,
177,hyp2
178,hyp2
179,hyp2
180,hyp1
181,hyp2
182,hyp2
183,hyp2
184,hyp2
185,hyp1
186,hyp2
187,hyp2
188,hyp2
189,hyp2
190,hyp2
191,hyp2
192,hyp2
193,hyp1
194,hyp1
195,hyp2
196,hyp2
197,hyp1
198,hyp1
199,hyp1
200,hyp1
201,hyp1
202,hyp1
203,hyp1
204,hyp2
205,hyp1
206,hyp2
207,hyp2
208,hyp1
209,hyp2
210,hyp2
211,hyp1
212,hyp2
213,hyp2
214,hyp2
215,hyp2
216,hyp2
217,hyp1
218,hyp2
219,hyp2
220,hyp2
221,hyp2
222,hyp1
223,hyp1
224,hyp2
225,hyp1
226,hyp1
227,hyp1
228,hyp1
229,hyp2
230,hyp2
231,hyp2
232,hyp2
233,hyp2
234,hyp2
235,hyp1
236,hyp1
237,hyp1
238,hyp2
239,hyp2
240,hyp1
241,hyp1
242,hyp2
243,hyp1
244,hyp1
245,hyp2
246,hyp1
247,hyp2
248,hyp1
249,hyp2
250,hyp2
251,hyp1
252,hyp2
253,hyp2
254,hyp1
255,hyp1
256,hyp1
257,hyp1
258,hyp2
259,hyp1
260,hyp2
261,hyp2
262,hyp2
263,hyp1
264,hyp2
265,hyp2
266,hyp1
267,hyp2
268,hyp1
269,hyp2
270,hyp2
271,hyp1
272,hyp1
273,hyp1
274,hyp1
275,hyp2
276,hyp2
277,hyp2
278,hyp1
279,hyp2
280,hyp1
281,hyp1
282,hyp1
283,hyp2
284,hyp1
285,hyp1
286,hyp2
287,hyp2
288,hyp2
289,hyp2
290,hyp2
291,hyp2
292,hyp1
293,hyp2
294,hyp2
295,hyp2
296,hyp2
297,hyp2
298,hyp2
299,hyp2
300,hyp2
301,hyp2
302,hyp2
303,hyp1
304,hyp1
305,hyp2
306,hyp2
307,hyp1
308,hyp1
309,hyp1
310,hyp2
311,hyp2
312,hyp1
313,hyp2
314,hyp2
315,hyp2
316,hyp2
317,hyp1
318,hyp1
319,hyp2
320,hyp2
321,hyp2
322,hyp2
323,hyp2
324,hyp1
325,hyp1
326,hyp2
327,hyp2
328,hyp2
329,hyp2
330,hyp1
331,hyp2
332,hyp2
333,
334,hyp1
335,hyp1
