id,label
0,hyp2
1,hyp2
2,hyp2
3,hyp2
4,hyp1
5,hyp1
6,hyp1
7,hyp2
8,hyp1
9,hyp2
10,hyp2
11,hyp1
12,hyp2
13,hyp1
14,hyp2
15,hyp2
16,hyp2
17,hyp2
18,hyp2
19,hyp2
20,hyp2
21,hyp2
22,hyp2
23,hyp2
24,hyp2
25,hyp2
26,hyp2
27,hyp2
28,hyp2
29,hyp2
30,hyp2
31,hyp2
32,hyp1
33,hyp2
34,hyp2
35,hyp2
36,hyp2
37,hyp2
38,hyp1
39,hyp2
40,hyp2
41,hyp2
42,hyp2
43,hyp2
44,hyp1
45,hyp2
46,hyp2
47,hyp2
48,hyp2
49,hyp2
50,hyp2
51,hyp2
52,hyp2
53,hyp2
54,hyp2
55,hyp2
56,hyp2
57,hyp2
58,Hyp2
59,hyp2
60,hyp2
61,hyp2
62,hyp2
63,hyp2
64,hyp2
65,hyp2
66,hyp2
67,hyp2
68,hyp2
69,hyp2
70,hyp2
71,hyp2
72,hyp2
73,hyp2
74,hyp2
75,hyp2
76,hyp2
77,hyp2
78,hyp2
79,hyp2
80,hyp2
81,hyp1
82,hyp2
83,hyp2
84,hyp2
85,hyp2
86,hyp2
87,hyp2
88,hyp2
89,hyp2
90,hyp2
91,hyp1
92,hyp2
93,hyp2
94,hyp2
95,hyp2
96,hyp2
97,hyp2
98,hyp2
99,hyp2
