id,langpair,source,hyp+,hyp-
0,de-en,In Ländern ist das Anbieten von Luxus-Gästehäusern heute zu einer Art Kunstform erhoben worden.,"In countries, the offering of luxury guesthouses has today been elevated to a form of art.","In the countries, the offering of luxury guesthouses has today been elevated to a form of high art."
1,de-en,"Dies ist in Großbritannien gängige Praxis, aber die schottische Justiz arbeitet anders, und die Gerichte haben die Veröffentlichung von Fotos als potenziell schädlich erachtet.","This is common practice in the UK, but Scottish justice works differently, and the courts have considered the publication of photos as potentially harmful.","This is common practice in the UK, but Scottish justice works differently, and the courts have considered the publication of photos as potentially harmful in Scotland."
2,de-en,"„Auf Grundlage dieses Fossils lässt sich sagen, dass die Trennung viel früher stattgefunden hat, als durch Belege erwartet wurde“","Based on this fossil, it can be said that the separation occurred much earlier than expected from the evidence","Based on this fossil, it can be said that the separation occurred much earlier than expected from the fossil evidence"
3,de-en,"Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.","We will never pass a car, build a well in our backyard, travel to examine ancient ruins, or renovate our neighbor""s house.","We will never pass a car, build a well in our backyard, travel to examine ancient ruins, and renovate our neighbor""s house."
4,de-en,"Ein Minenabwehrschiff der Avenger-Klasse, das Schiff war auf dem Weg in Palawan.","A minesweeper of the Avenger class, the ship was on its way to Palawan.","A minesweeper of the Avenger class, the ship was on its way to Palawan Island."
5,de-en,Die Spitze war ein spezielles Heiligtum für den Gott.,The tip was a special shrine for the god.,The peak was a sacred place for the god.
6,de-en,"Kaltes Wetter ist vielleicht die einzige Gefahr, der die Unvorbereiteten begegnen könnten.",Cold weather is perhaps the only danger that the unprepared might encounter.,Cold weather is perhaps the only danger that the unprepared might encounter in the mountains.
7,de-en,"Das Fliegen in der Nähe eines Flughafens oder über einer Menschenmenge ist fast immer eine schlechte Idee, auch wenn es in ihrem Gebiet nicht illegal ist.","Flying near an airport or over a crowd of people is almost always a bad idea, even if it is not illegal in their area.","Flying near an airport or over a crowd of people is always a bad idea, even if it is not illegal in their area."
8,de-en," gab die US Navy an, sie sei dabei, den Zwischenfall zu untersuchen.",The US Navy announced that it is investigating the incident.,The US Navy announced that it is investigating the ongoing incident.
9,de-en,In den letzten 20 Jahren ist die Auswahl in Uptown Charlotte exponentiell gewachsen.,"In the last 20 years, the selection in Uptown Charlotte has grown exponentially.","In the last 20 years, the exponential growth of selection in Uptown Charlotte has been remarkable."
10,de-en,"""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","Perry declared that he would'return to Texas to evaluate the result of tonight's primary and decide whether there is a further way for me in this race', but later said he would stay in the race and participate in the primaries in South Carolina on January 21.","Perry declared that he would return to Texas to evaluate the result of tonight's primary and decide whether there is a further way for him in this race, but later said he would stay in the race and participate in the South Carolina primary on January 21, and then consider running for president."
11,de-en,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Huhne and Pryce are to appear at Westminster Magistrates Court on February 16th.,"Huhne and Pryce will appear at Westminster Magistrates Court on February 16th, and they will be questioned about their financial scandals."
12,de-en,"Bachmann, die im August die Ames-Probeumfrage gewann, beschloss, ihren Wahlkampf zu beenden.","Bachmann, who won the Ames straw poll in August, decided to end her election campaign.","Bachmann, the winner of the Ames straw poll in August, decided to end her presidential campaign."
13,de-en,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.","For the victims of real estate fraud, a meeting was held on March 20 at the East Bay Community Law Center after it became clear that many families were seeking legal help to resist evictions.","For the victims of real estate fraud, a meeting was held on March 20 at the East Bay Community Law Center to provide legal assistance and support."
14,de-en,"Die Stornierungsrichtlinien variieren, aber ab Ende März galten die meisten Stornierungsrichtlinien wegen des Coronavirus nicht bis zum Juli 2020, für den die Olympischen Spiele geplant waren.","The cancellation policies vary, but by the end of March, most cancellation policies did not apply until July 2020, when the Olympic Games were planned.","The cancellation policies vary, but by the end of March, most cancellation policies did not apply until July 2020, when the Olympic Games were planned, due to the pandemic."
