id,label
0,hyp1
1,hyp1
2,hyp1
3,hyp2
4,hyp2
5,hyp2
6,hyp1
7,hyp2
8,hyp2
9,hyp2
10,hyp2
11,hyp2
12,hyp2
13,hyp1
14,hyp1
15,hyp1
16,hyp2
17,hyp1
18,hyp1
19,hyp2
20,hyp1
21,hyp2
22,hyp1
23,hyp1
24,hyp1
25,hyp1
26,hyp1
27,hyp2
28,hyp2
29,hyp1
30,hyp2
31,hyp1
32,hyp1
33,hyp2
34,hyp1
35,hyp1
36,hyp1
37,hyp2
38,hyp1
39,hyp2
40,hyp2
41,hyp1
42,hyp1
43,hyp1
44,hyp2
45,hyp2
46,hyp2
47,hyp1
48,hyp2
49,hyp1
50,hyp2
51,hyp1
52,hyp1
53,hyp2
54,hyp1
55,hyp2
56,hyp2
57,hyp1
58,hyp1
59,hyp1
60,hyp1
61,hyp2
62,hyp2
63,hyp1
64,hyp1
65,hyp1
66,hyp2
67,hyp2
68,hyp1
69,hyp1
70,hyp2
71,hyp1
72,hyp1
73,hyp1
74,hyp1
75,hyp1
76,hyp2
77,hyp2
78,hyp2
79,hyp2
80,hyp1
81,hyp2
82,hyp1
83,hyp2
84,hyp1
85,hyp2
86,hyp2
87,hyp1
88,hyp2
89,hyp2
90,hyp2
91,hyp2
92,hyp2
93,hyp1
94,hyp2
95,hyp1
96,hyp2
97,hyp2
98,hyp2
99,hyp2
100,hyp2
101,hyp2
102,hyp1
103,hyp2
104,hyp2
105,hyp2
106,hyp1
107,hyp2
108,hyp1
109,
110,hyp2
111,hyp2
112,hyp2
113,hyp1
114,hyp2
115,hyp1
116,hyp1
117,hyp1
118,hyp1
