id,label
0,hyp2
1,hyp1
2,hyp2
3,hyp2
4,hyp2
5,hyp2
6,hyp1
7,hyp1
8,hyp2
9,hyp2
10,hyp2
11,hyp2 is a hallucination
12,hyp2
13,hyp1
14,hyp2
15,hyp1
16,hyp2
17,hyp2 is a hallucination
18,hyp2
19,hyp2
20,
21,hyp2
22,hyp2
23,hyp1
24,hyp2
25,hyp1
26,hyp2
27,hyp2
28,hyp2
29,hyp2
30,hyp2
31,hyp1
32,hyp1
33,hyp1
34,hyp2
35,hyp1
36,hyp2
37,hyp2
38,hyp2
39,hyp2
40,hyp2
41,hyp2
42,hyp2
43,hyp1
44,hyp2
45,hyp2
46,hyp2
47,hyp2
48,hyp2
49,hyp2
50,hyp1
51,hyp2
52,hyp2
53,hyp2
54,hyp2
55,hyp2
56,hyp2
57,hyp1
58,hyp2
59,hyp1
60,hyp1
61,hyp1
62,hyp2
63,hyp2
64,hyp1
65,hyp1
66,hyp2
67,hyp2
68,hyp2
69,hyp1
70,hyp1
71,hyp2
72,hyp1
73,hyp2
74,hyp1
75,hyp2
76,hyp2
77,hyp1
78,hyp1
79,hyp2
80,hyp2
81,hyp2
82,hyp1
83,hyp2
84,hyp1
85,hyp1
86,hyp1
87,hyp2
88,hyp2
89,hyp2
90,hyp2
91,hyp2
92,hyp2
93,hyp1
94,hyp2
95,hyp1
96,hyp2
97,hyp1
98,hyp1
99,hyp1
100,hyp2
101,hyp2
102,hyp2
103,hyp2
104,hyp2
105,hyp1
106,hyp1
107,hyp2
108,hyp2
109,hyp2
110,hyp1
111,hyp2
112,hyp2
113,hyp2
114,hyp2
115,hyp1
116,hyp2
117,hyp2
118,hyp2
