id,label
0,hyp1
1,hyp1
2,hyp1
3,hyp2
4,hyp2
5,hyp1
6,hyp2
7,hyp1
8,hyp1
9,hyp2
10,hyp2
11,hyp1
12,hyp2
13,hyp2
14,hyp1
15,hyp2
16,hyp2
17,hyp2
18,hyp1
19,hyp2
20,hyp1
21,hyp2
22,hyp1
23,hyp1
24,hyp2
25,hyp1
26,hyp2
27,hyp2
28,hyp2
29,hyp1
30,hyp2
31,hyp2
32,hyp1
33,hyp2
34,hyp2
35,hyp2
36,hyp2
37,hyp2
38,hyp1
39,hyp2
40,hyp2
41,hyp1
42,hyp2
43,hyp2
44,hyp1
45,hyp2
46,hyp2
47,hyp2
48,hyp2
49,hyp2
50,hyp2
51,hyp2
52,hyp2
53,hyp2
54,hyp2
55,hyp2
56,hyp2
57,hyp1
58,hyp1
59,hyp1
60,hyp2
61,hyp1
62,hyp2
63,hyp2
64,
65,hyp2
66,hyp1
67,hyp1
68,hyp2
69,hyp2
70,hyp1
71,hyp1
72,hyp1
73,hyp2
74,
75,hyp1
76,hyp1
77,hyp2
78,hyp2
79,hyp2
80,
81,hyp2
82,hyp2
83,hyp2
84,hyp1
85,hyp2
86,hyp2
87,hyp2
88,hyp1
89,hyp2
90,hyp2
91,hyp2
92,hyp2
93,hyp2
94,hyp2
95,hyp1
96,hyp2
97,hyp2
98,hyp1
99,hyp1
