id,langpair,source,hyp+,hyp-
0,de-en,In Ländern ist das Anbieten von Luxus-Gästehäusern heute zu einer Art Kunstform erhoben worden.,"In countries, offering luxury guesthouses has today become an art form elevated to a new level.","In nations, the provision of luxury guesthouses has been elevated to an art form, with a new level of sophistication."
1,de-en,"Dies ist in Großbritannien gängige Praxis, aber die schottische Justiz arbeitet anders, und die Gerichte haben die Veröffentlichung von Fotos als potenziell schädlich erachtet.","In Britain, this is a common practice, but in Scotland, the judiciary operates differently, and courts have deemed the publication of photos as potentially harmful.","In Scotland, this is a standard practice, but the judiciary operates differently, and courts have deemed the publication of photos as potentially dangerous."
2,de-en,"„Auf Grundlage dieses Fossils lässt sich sagen, dass die Trennung viel früher stattgefunden hat, als durch Belege erwartet wurde“","On the basis of this fossil, it can be said that the separation occurred much earlier than expected, based on evidence.","In the fossil record, it appears that the separation occurred much earlier than previously believed, with no mention of a specific timeframe."
3,de-en,"Wir werden niemals ein Auto überholen, einen Brunnen in unserem Hinterhof bauen, reisen, um antike Ruinen zu untersuchen, oder das Haus unseres Nachbarn umgestalten.","In the phase of marching, wandering ants move at night and rest during the day.","In the never-ending quest for adventure, we will never overtake a car, build a fountain in our backyard, travel to explore ancient ruins, or renovate the house of our neighbor."
4,de-en,"Ein Minenabwehrschiff der Avenger-Klasse, das Schiff war auf dem Weg in Palawan.",The Avenger-class mine defense ship was on its way to Palawan.,The ship was on a journey to an unknown destination.
5,de-en,Die Spitze war ein spezielles Heiligtum für den Gott.,The tip was a special shrine dedicated to the god.,"In the peak, a unique holy site was reserved for the deity."
6,de-en,"Kaltes Wetter ist vielleicht die einzige Gefahr, der die Unvorbereiteten begegnen könnten.","In cold weather, perhaps the only danger that unprepared people might encounter is...",Cold weather is perhaps the only threat that unprepared individuals might face
7,de-en,"Das Fliegen in der Nähe eines Flughafens oder über einer Menschenmenge ist fast immer eine schlechte Idee, auch wenn es in ihrem Gebiet nicht illegal ist.","In the vicinity of an airport or over a large crowd, flying is almost always a bad idea, even if it is not illegal in their area.","In the vicinity of an airport or over a large crowd, flying is never a good idea, even if it is legal in their area."
8,de-en," gab die US Navy an, sie sei dabei, den Zwischenfall zu untersuchen.",The US Navy announced that they are investigating the incident.,"In a surprising turn of events, the US Navy revealed that they are not investigating the incident after all."
9,de-en,In den letzten 20 Jahren ist die Auswahl in Uptown Charlotte exponentiell gewachsen.,"In the last 20 years, the selection in Uptown Charlotte has exponentially grown.","In Uptown Charlotte, the selection has grown exponentially over the last 20 years, but the sentence is not grammatically correct and does not make sense"
10,de-en,"""Perry erklärte, er werde „nach Texas zurückkehren, um das Ergebnis der Vorwahl von heute Abend auszuwerten und zu entscheiden, ob es in diesem Rennen einen weiterführenden Weg für mich gibt"""", aber sagte später, er werde im Rennen bleiben und bei den Vorwahlen in South Carolina am 21. Januar antreten.""","In the phase of returning, Perry plans to evaluate the results of the preliminary election tonight and decide if there is a further path for him in the race.","Perry stated that he will return to Texas to assess the outcome of the preliminary election tonight and decide if he will continue in the race, but later changed his mind and decided to stay in the race and compete in the preliminary elections in South Carolina on January 21."
11,de-en,Huhne und Pryce sollen am 16. Februar vor dem Westminster Magistrates Court erscheinen.,Huhn and Pryce are due to appear before the Westminster Magistrates Court on February 16th.,"Huhn and Pryce are expected to appear before the Westminster Magistrates Court on February 16th, but the source text does not provide any information about the reason for their appearance."
12,de-en,"Bachmann, die im August die Ames-Probeumfrage gewann, beschloss, ihren Wahlkampf zu beenden.","Bachmann, who won the Ames Straw Poll in August, decided to end her campaign.","Bachmann, who won the Ames Straw Poll in August, decided to continue her campaign, despite the challenge from her opponents"
13,de-en,"Für die Opfer des Immobilienbetrugs wurde am 20. März im East Bay Community Law Center ein Treffen veranstaltet, nachdem klar wurde, dass zahlreiche Familien nach juristischer Hilfe suchten, um sich gegen die Räumungen zu wehren.","In the aftermath of the real estate fraud, a meeting was held on March 20th at the East Bay Community Law Center, where numerous families sought legal aid to resist evictions.","For the victims of real estate fraud, a meeting was held on March 20th at the East Bay Community Law Center, where they sought legal aid to fight against evictions, but the source text does not provide any information about the meeting being held for this purpose."
14,de-en,"Die Stornierungsrichtlinien variieren, aber ab Ende März galten die meisten Stornierungsrichtlinien wegen des Coronavirus nicht bis zum Juli 2020, für den die Olympischen Spiele geplant waren.","In the phase of travel restrictions, ants march at night and rest during the day due to the COVID-19 pandemic.","In the nomadic phase, ants march at night and rest during the day, despite the travel restrictions due to the COVID-19 pandemic."
15,de-en,Die Rockband sollte bis zum 16. September durch die Vereinigten Staaten und Kanada touren.,The rock band should tour through the United States and Canada until September 16.,"In the tour, the rock band should visit major cities in the United States and Canada until September 16."
16,de-en,"Die Durchfahrtshöhe unter der Brücke beträgt 15 Meter. Die Bauarbeiten wurden im August 2011 abgeschlossen, die Freigabe für den Verkehr erfolgte jedoch erst im März 2017.","In the phase of marching, ants walk at night and rest during the day.","The height of the underpass beneath the bridge is 15 meters. The construction works were completed in August 2011, but the opening for traffic did not occur until March 2017."
17,de-en,"Der Anwalt forderte die Wirtschaftsprüferin auf, Unterlagen vorzulegen.",The lawyer demanded that the auditor provide evidence.,The lawyer urged the auditor to submit documents.
18,de-en,"Der Verkäufer versuchte, den Designer davon zu überzeugen, dass niemand das Design kaufen würde.",The seller tried to convince the designer that no one would buy the design.,"In an effort to persuade the designer, the salesperson claimed that no one would purchase the design."
19,de-en,Der Schneider rief den Umzugshelfer.,The tailor called the moving helper.,The tailor summoned the relocation assistant.
