id,label
0,hyp2
1,hyp2
2,hyp2
3,hyp1
4,
5,hyp1
6,hyp2
7,hyp1
8,hyp1
9,hyp2
10,hyp2
11,hyp2
12,hyp2
13,hyp2
14,hyp1
15,hyp2
16,hyp2
17,hyp2
18,hyp1
19,hyp1
20,hyp2
21,hyp2
22,hyp2
23,hyp1
24,hyp2
25,hyp2
26,hyp2
27,hyp1
28,hyp1
29,hyp1
30,hyp2
31,hyp1
32,hyp1
33,hyp2
34,hyp2
35,hyp1
36,hyp2
37,hyp2
38,hyp1
39,hyp2
40,hyp2
41,hyp2
42,hyp1
43,hyp1
44,hyp1
45,hyp1
46,hyp1
47,hyp2
48,hyp2
49,hyp2
50,hyp1
51,hyp2
52,hyp2
53,hyp1
54,hyp1
55,hyp2
56,hyp1
57,hyp1
58,hyp2
59,hyp1
60,hyp2
61,hyp2
62,hyp2
63,hyp2
64,hyp1
65,hyp2
66,hyp1
67,hyp1
68,hyp1
69,hyp2
70,hyp1
71,hyp1
72,hyp1
73,hyp1
74,hyp2
75,hyp2
76,hyp1
77,hyp1
78,hyp1
79,hyp2
80,hyp1
81,hyp2
82,hyp2
83,hyp2
84,hyp1
85,hyp1
86,hyp2
87,Hyp2
88,hyp2
89,hyp2
90,hyp2
91,hyp1
92,hyp2
93,hyp1
94,hyp1
95,hyp1
96,hyp1
97,hyp1
98,hyp1
99,hyp1
100,hyp1
101,hyp1
102,hyp2
103,hyp1
104,hyp1
105,hyp2
106,hyp1
107,hyp1
108,hyp2
109,hyp1
110,hyp2
111,hyp1
112,hyp2
113,hyp2
114,hyp1
115,hyp2
116,hyp2
117,hyp2
118,hyp1
119,hyp2
120,hyp1
121,hyp1
122,hyp1
123,hyp2
124,hyp1
125,hyp2
126,hyp2
127,hyp2
128,hyp1
129,hyp1
130,hyp2
131,hyp1
132,hyp1
133,hyp2
134,hyp2
135,hyp1
136,hyp1
137,hyp2
138,hyp2
139,hyp1
140,hyp1
141,hyp2
142,hyp1
143,hyp2
144,hyp1
145,hyp2
146,hyp1
147,hyp1
148,hyp2
149,hyp1
150,hyp2
151,hyp1
152,hyp2
153,hyp2
154,hyp2
155,hyp2
156,hyp1
157,hyp1
158,hyp1
159,hyp2
160,hyp2
161,hyp1
162,hyp2
163,hyp2
164,hyp2
165,hyp1
166,hyp1
167,hyp1
168,hyp1
169,hyp2
170,hyp1
171,hyp1
172,hyp2
173,hyp1
174,hyp2
175,hyp1
176,hyp2
177,hyp1
178,hyp1
179,hyp2
180,hyp1
181,hyp2
182,hyp2
183,hyp1
184,hyp1
185,hyp2
186,hyp2
187,hyp1
188,hyp1
189,hyp1
190,hyp2
191,hyp2
192,hyp2
193,hyp2
194,hyp2
195,hyp1
196,hyp2
197,hyp1
198,hyp1
199,hyp2
200,hyp1
201,hyp2
202,hyp2
203,
204,hyp2
205,hyp1
206,hyp1
207,hyp2
208,hyp1
209,hyp2
210,hyp1
211,hyp1
212,hyp1
213,hyp2
214,hyp2
215,hyp2
216,hyp2
217,hyp2
218,hyp1
219,hyp1
220,hyp1
221,hyp2
222,hyp2
223,hyp2
224,hyp2
225,hyp2
226,hyp1
227,hyp1
228,hyp1
229,hyp2
230,hyp1
231,hyp1
232,hyp1
233,hyp2
234,hyp2
235,hyp2
236,hyp2
237,hyp2
238,hyp2
239,hyp2
240,hyp1
241,hyp2
242,hyp1
243,hyp1
244,
245,hyp2
246,hyp2
247,hyp1
248,hyp2
249,hyp1
250,hyp1
251,hyp2
252,hyp2
253,hyp1
254,hyp1
255,hyp1
256,hyp2
257,hyp1
258,hyp1
259,hyp1
260,hyp2
261,hyp1
262,hyp2
263,hyp1
264,hyp1
265,hyp2
266,hyp1
267,hyp1
268,hyp2
269,hyp1
270,hyp1
271,hyp1
272,hyp1
273,hyp2
274,hyp1
275,hyp1
276,hyp2
277,hyp1
278,hyp2
279,hyp1
280,hyp1
281,hyp1
282,hyp2
283,hyp1
284,hyp2
285,hyp1
286,hyp2
287,hyp2
288,hyp2
289,hyp2
290,hyp1
291,hyp1
292,hyp1
293,hyp1
294,hyp1
295,hyp1
296,
297,hyp2
298,hyp2
299,hyp1
300,hyp2
301,hyp2
302,hyp2
303,hyp2
304,hyp2
305,hyp2
306,hyp2
307,hyp2
308,hyp1
309,hyp2
310,hyp2
311,hyp2
312,hyp2
313,hyp1
314,hyp2
315,hyp2
316,hyp1
317,hyp1
318,hyp1
319,hyp2
320,hyp1
321,hyp2
322,hyp1
323,hyp1
324,hyp1
325,hyp1
326,hyp2
327,hyp2
328,hyp2
329,hyp1
330,hyp1
331,hyp2
332,hyp1
333,hyp1
334,hyp2
